config,n,split,d,reps,method,coverage,coverage_lo,coverage_hi,mean_obj,mean_oracle_gap,meets
paper_dro_wasserstein,200,0.2,10,500,NV,0.64,0.597006617075836,0.6808585675949294,-7.750162556902229,-0.07621162099108188,False
paper_dro_wasserstein,200,0.2,10,500,UG,0.972,0.9535535973250512,0.9832490252792435,-7.27946042336674,0.3944905125444074,True
paper_dro_wasserstein,200,0.2,10,500,NGS,0.988,0.9740696388835527,0.9944890048259724,-7.189768628187956,0.48418230772319204,True
paper_dro_wasserstein,200,0.2,10,500,UNGS,0.994,0.9825097478959467,0.9979574037280398,-6.948448840800053,0.7255020951110946,True
paper_dro_wasserstein,200,0.2,5,500,NV,0.642,0.5990422907102082,0.682792396598711,-3.5154023174429163,-0.03339725521826625,False
paper_dro_wasserstein,200,0.2,5,500,UG,0.974,0.9560285091657758,0.9847436160766728,-3.2769716260760315,0.20503343614861827,True
paper_dro_wasserstein,200,0.2,5,500,NGS,0.986,0.9713869308622147,0.9932022102091564,-3.2334579270469566,0.2485471351776934,True
paper_dro_wasserstein,200,0.2,5,500,UNGS,0.992,0.9796129641658948,0.9968846848199377,-3.114540368744851,0.3674646934797988,True
paper_dro_wasserstein,200,0.3,10,500,NV,0.626,0.5827786661985682,0.6673000000051207,-7.771970484565767,-0.051129224856099185,False
paper_dro_wasserstein,200,0.3,10,500,UG,0.954,0.9319222072317267,0.9691548916291838,-7.353244746225535,0.36759651348413425,True
paper_dro_wasserstein,200,0.3,10,500,NGS,0.992,0.9796129641658948,0.9968846848199377,-7.172077318784353,0.5487639409253159,True
paper_dro_wasserstein,200,0.3,10,500,UNGS,0.996,0.9855342847848231,0.9989023694773173,-6.946561948329746,0.7742793113799226,True
paper_dro_wasserstein,200,0.3,5,500,NV,0.628,0.5848089173303663,0.6692392515114762,-3.534855018030384,-0.015196450826249614,False
paper_dro_wasserstein,200,0.3,5,500,UG,0.946,0.9225734384893529,0.9626256498189425,-3.317608344369647,0.20205022283448776,False
paper_dro_wasserstein,200,0.3,5,500,NGS,0.986,0.9713869308622147,0.9932022102091564,-3.231218216373598,0.28844035083053693,True
paper_dro_wasserstein,200,0.3,5,500,UNGS,0.986,0.9713869308622147,0.9932022102091564,-3.1350225203144184,0.384636046889716,True
paper_dro_wasserstein,200,0.4,10,500,NV,0.568,0.5242253434338132,0.6107377462634155,-7.824802874790271,-0.07129811659790425,False
paper_dro_wasserstein,200,0.4,10,500,UG,0.954,0.9319222072317267,0.9691548916291838,-7.353063358405821,0.40044139978654597,True
paper_dro_wasserstein,200,0.4,10,500,NGS,0.978,0.9610391387886836,0.9876719917300725,-7.224632522502261,0.528872235690106,True
paper_dro_wasserstein,200,0.4,10,500,UNGS,0.988,0.9740696388835527,0.9944890048259724,-6.923427815848916,0.8300769423434511,True
paper_dro_wasserstein,200,0.4,5,500,NV,0.522,0.47821548941356756,0.5654490396061242,-3.57387215580143,-0.03950387544636915,False
paper_dro_wasserstein,200,0.4,5,500,UG,0.948,0.9248988560621544,0.9642697348842947,-3.3191305990855837,0.2152376812694771,False
paper_dro_wasserstein,200,0.4,5,500,NGS,0.978,0.9610391387886836,0.9876719917300725,-3.261740723103252,0.27262755725180854,True
paper_dro_wasserstein,200,0.4,5,500,UNGS,0.98,0.9635798167531208,0.9891008164037892,-3.13961463720939,0.3947536431456707,True
paper_dro_wasserstein,200,0.5,10,500,NV,0.55,0.5061772177351765,0.5930603482186684,-7.833504088709751,-0.05075836599810526,False
paper_dro_wasserstein,200,0.5,10,500,UG,0.94,0.9156389368747802,0.9576516435190539,-7.399837849864489,0.38290787284715627,False
paper_dro_wasserstein,200,0.5,10,500,NGS,0.982,0.9661483290912607,0.990501806703803,-7.189618256948401,0.5931274657632453,True
paper_dro_wasserstein,200,0.5,10,500,UNGS,0.986,0.9713869308622147,0.9932022102091564,-6.846306344378029,0.9364393783336162,True
paper_dro_wasserstein,200,0.5,5,500,NV,0.554,0.5101829628154826,0.5969936084146699,-3.573285628018444,-0.028864658833602126,False
paper_dro_wasserstein,200,0.5,5,500,UG,0.92,0.8928936834221488,0.9407018705901475,-3.339485493490605,0.20493547569423695,False
paper_dro_wasserstein,200,0.5,5,500,NGS,0.978,0.9610391387886836,0.9876719917300725,-3.2386825815544595,0.30573838763038347,True
paper_dro_wasserstein,200,0.5,5,500,UNGS,0.988,0.9740696388835527,0.9944890048259724,-3.0851449407051468,0.45927602847969573,True
paper_dro_wasserstein,200,0.6,10,500,NV,0.468,0.4246740659219794,0.5118138918675601,-7.893971201245181,-0.107921785916232,False
paper_dro_wasserstein,200,0.6,10,500,UG,0.914,0.8861601885014425,0.9355268575963924,-7.315435464325759,0.4706139510031888,False
paper_dro_wasserstein,200,0.6,10,500,NGS,0.964,0.9438156730319722,0.9771089390197072,-7.154318487582318,0.6317309277466305,True
paper_dro_wasserstein,200,0.6,10,500,UNGS,0.976,0.9585229425360993,0.986218685344503,-6.691570010363712,1.0944794049652369,True
paper_dro_wasserstein,200,0.6,5,500,NV,0.492,0.44840780608924286,0.535714183358142,-3.5814808581722044,-0.023409349510921218,False
paper_dro_wasserstein,200,0.6,5,500,UG,0.934,0.9087605988391466,0.9526214736402262,-3.299130721175259,0.25894078748602406,False
paper_dro_wasserstein,200,0.6,5,500,NGS,0.97,0.9510963331640543,0.9817367868020865,-3.2022921985243817,0.35577931013690184,True
paper_dro_wasserstein,200,0.6,5,500,UNGS,0.974,0.9560285091657758,0.9847436160766728,-3.018241677192934,0.539829831468349,True
paper_dro_wasserstein,200,0.7,10,500,NV,0.43,0.38730164759035934,0.4737657600742581,-7.9254864306943915,-0.12072578357942913,False
paper_dro_wasserstein,200,0.7,10,500,UG,0.876,0.8442125871122163,0.9020539088606966,-7.408959433701437,0.39580121341352514,False
paper_dro_wasserstein,200,0.7,10,500,NGS,0.956,0.9342805571276716,0.9707660443713928,-7.169262434648371,0.6354982124665912,True
paper_dro_wasserstein,200,0.7,10,500,UNGS,0.97,0.9510963331640543,0.9817367868020865,-5.718340057067644,2.086420590047318,True
paper_dro_wasserstein,200,0.7,5,500,NV,0.408,0.3657823909308153,0.45162048771411034,-3.5998108814681298,-0.03124436367760942,False
paper_dro_wasserstein,200,0.7,5,500,UG,0.862,0.8289979864047199,0.8894819911011163,-3.340607512272692,0.22795900551782894,False
